utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label,vocosig_feat_embedded,aasistssl_feat_embedded,btse_feat_embedded
Chuucandoit_EP76_5,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=iXPmToPZj0c&list=PLfLDurFklIaph4F7oqHjkSsw8AwlLZPA8&index=28,WOONGJAE LEE,bonafide,[-49.73458  -14.971747],[ 36.573895 -24.671303],[  7.4509296 -19.906702 ]
KimDongYull_EveryMoment_8,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof,[  5.4735255 -51.842056 ],[27.277203 38.800545],[-30.963358 -43.468372]
20230914_mbcnews_japan_3,Hyun YongJun(Reporter),-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=FzDl6dq2yzc,INSEOK LEE,bonafide,[ 51.49529  -16.437668],[-4.2750306  2.4187315],[11.712044 19.316305]
IU_AIcover_nomatterwhere_5,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=TDEqKZNMRHU,WOONGJAE LEE,spoof,[  7.052941 -11.307447],[26.395147 36.036507],[-28.51238    -1.0314356]
230323_DexInterview_9,Kwon EunBi,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide,[22.847622 30.539122],[ 4.9500594 55.01674  ],[-17.35421     4.1966643]
choigangbaseball_talk_9_5,"Kim SunWoo, Jung YongGum",-,Yes,Korean,Male,Adult,Music,Crowded,Sound effect,https://youtu.be/tQEXsNWLF5g?si=z47ch3ZY0CO1tonY,INSEOK LEE,bonafide,[ 6.550799 -9.660285],[ -0.3041162 -17.835716 ],[ -8.65933  -16.612131]
2021_11_22_AI_WEATHER_4,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=KRpUZzI-sI0,KWONWOO JEONG,spoof,[-46.811626   -0.1168485],[ 43.12111  -10.880572],[11.89524  21.135527]
elle_haerin_2,HAERIN,-,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=9a3CB5RJ7B0,KWONWOO JEONG,bonafide,[-39.949413   5.528222],[-24.17442  11.17738],[ 23.131168 -15.109137]
TAKGUYAKI_1,TTS_TAKGUYAKI,TTS,No,Korean,Female,Adult,Music,Sound effect,Crowded,https://www.youtube.com/watch?v=mK66dKyyzm4,WOONGJAE LEE,spoof,[ 15.864333 -44.542465],[ -2.0257916 -10.913716 ],[-23.275768  10.389984]
KBS_Soccer_Barain_10,Lee YoungPyo,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide,[-30.723993 -24.289118],[ 14.474384 -24.14407 ],[-46.389385   9.579521]
kimjungeun_lol_1,KimJungEun,TTS,No,Korean,Male,Adult,-,-,-,https://youtu.be/XtJ45TbTM10?si=8_LMeExbGlFAB4WE,INSEOK LEE,spoof,[-43.968616 -22.953844],[ 27.49137 -10.23023],[ 27.215551  -11.7241745]
footballmagazine365_9,TTS_footballmagazine373,TTS,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof,[  5.6281204 -52.534843 ],[43.556973  -6.3562837],[10.019414 37.973354]
221027_Hansal_9,Naeil,-,No,Korean,Male,Adult,Crowded,Reverb,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide,[ 5.921887 -9.470228],[-48.09532    3.574988],[ -8.973675 -54.5564  ]
kane_clip2_1,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WsTBS2FImCI,KWONWOO JEONG,bonafide,[-31.896755  34.634624],[-51.754196 -36.562748],[ 6.211946 38.40852 ]
LOL_Dopa_9,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof,[ 14.532316 -46.57645 ],[ 14.490472 -23.89296 ],[-33.522533 -36.119457]
HaeRin_AIcover_FirstLove_5,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof,[ 11.284537 -19.72729 ],[-29.174034  12.913665],[-20.615496 -46.842472]
230323_DexInterview_2,Kwon EunBi,-,Yes,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide,[50.827934  -6.2406898],[-9.22418  46.115406],[ 15.7655115 -13.929694 ]
TED_Cuddly_4,Dan Finkel,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/z-ZEfxAL9SI?si=ELtooN9Nlz1SMAHp,INSEOK LEE,bonafide,[28.182194 27.855663],[24.003199 41.0756  ],[ -0.5695401 -59.218433 ]
stoveleague_clip_3,PARK EUNBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=FSn93vXPuMY,KWONWOO JEONG,bonafide,[-38.845753 -24.571346],[ 38.56353  -21.500483],[12.29052 32.74051]
HongChul_4,TTS_MoJi,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/BZjaztfsyDc?si=z0nC9t-09qxS3qUt,INSEOK LEE,spoof,[ 12.684032 -48.98382 ],[-15.813996  28.998947],[-35.39355    -3.8434799]
230925_MBC_Kangin_8,Lee KangIn,-,No,Korean,Male,Adult,Crowded,-,-,https://youtu.be/dcayLog4cak?si=-Qak-FXjo54cJ8To,INSEOK LEE,bonafide,[ -5.0824656 -34.09814  ],[26.23494  35.052555],[-36.589706 -35.16786 ]
ISU_AIcover_snowflower_4,Isu,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ZJ5WnjoWSxU,WOONGJAE LEE,spoof,[-26.576826 -22.339825],[ 8.251763 55.3313  ],[-15.092203   7.190209]
Morgan_Freeman_Singularity_8,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof,[-10.963721  13.461407],[-8.258347 26.345722],[ -9.962164 -13.266171]
230916_Deep_2,KimGyuNam,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=brxfNmLcwuU,WOONGJAE LEE,bonafide,[-25.048008  43.798393],[28.982643 31.363642],[-33.576454   -2.4754312]
IU_AIcover_dandelion_8,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof,[ 5.202585 -7.747022],[25.42079  37.829647],[-20.10941  -52.489532]
footballmagazine365_10,TTS_footballmagazine374,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof,[ 17.79058  -30.876749],[ 36.35414  -10.579064],[ 11.952139 -64.213295]
201127_ItalyFabri_10,Fabri,-,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uhJpo8si6-4,WOONGJAE LEE,bonafide,[  0.63493896 -52.270283  ],[ 26.618576 -24.858646],[ -1.9973068 -58.387196 ]
Conan_WhiteHouseSpeech_5,Conan,-,No,English,Male,Adult,Crowded,Reverb,-,https://youtu.be/mAMN2ffEUBc?si=M-J1s6UXU0azTzrH,INSEOK LEE,bonafide,[49.24879  -7.910583],[-46.869713   -1.2203668],[ 10.044388 -59.57126 ]
20230925_kbsnews8_1,LEE HAKYUNG,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=97LRtP2hdbs,KWONWOO JEONG,bonafide,[-8.4472885 48.119694 ],[-47.928066 -34.463722],[-2.1559906 49.438698 ]
230708_SBS_AI_3,Yoon YoungHyun,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=3R7ys0mEmaI,WOONGJAE LEE,bonafide,[-31.68566  35.69892],[ 18.954315 -18.493671],[ 20.654718 -55.262978]
BrunoMars_Hypeboy_5,Bruno Mars,VC,No,Mixed,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof,[ -6.3585215 -46.476006 ],[-15.344523  23.515835],[-11.62392  -55.018955]
230914_Yonhap_Messi_4,Go HyunSil,-,No,Korean,Female,Adult,Music,-,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide,[-20.67891  -9.43335],[-0.6179686 53.175247 ],[29.851412 -9.952346]
ConanShow_Carpool_3,"Conan, Kramer",-,Yes,English,Male,Adult,Random noise,-,-,https://youtu.be/ZtCf0d8Nz5U?si=41hJFvab0tZ-W9fV,INSEOK LEE,bonafide,[-30.984503   9.856148],[  2.293056 -12.52686 ],[-9.326165  6.265822]
ziroud_9,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof,[-49.312756 -16.2716  ],[25.039413 39.028133],[-16.300781 -14.14849 ]
FreddieMercury_AIcover_oortCloud_3,Freddie Mercury,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ARgjMf-76-c,WOONGJAE LEE,spoof,[ 5.717487 -8.492582],[23.61416 44.09237],[-9.413926  7.246195]
AI_PARKMYUNGSOO_NEWJEANS_9,PARK MYUNGSOO,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=aI7C5zK_2Ns,KWONWOO JEONG,spoof,[ -6.3061457 -36.161    ],[-49.550594 -22.97643 ],[  5.958014 -19.35163 ]
KKONGCHI_4,TTS_Shorttube,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/ApaDJZ5wJEI?si=I-7ynGkBAHFKuvsP,INSEOK LEE,spoof,[-50.112366 -14.403861],[ 20.637527 -22.254915],[  5.812814 -19.985666]
2021_12_21_AI_WEATHER_1,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof,[ 2.1488473 -1.4616452],[ 33.89928  -12.679914],[10.664843 19.211885]
Winter_AIcover_LoveRunAway_6,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof,[ 13.370036 -22.258574],[24.152536 39.3958  ],[-19.041218 -50.476334]
230716_Physical_4,Lee KangIn,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide,[24.216908  -3.3288636],[-46.937973 -34.739414],[-22.371788 -47.49131 ]
20200908_chungju_2,KIM SUNTAE,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=NbHVvd82bsE,KWONWOO JEONG,bonafide,[-30.448002  37.247375],[40.566307 -8.048941],[14.989305 48.065815]
BrunoMars_Hypeboy_10,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof,[ 5.229829  -7.5381246],[10.105954 55.472145],[-14.21212  -52.925964]
ODG_7and5_7,7yrs_Old_Child,-,No,Korean,Female,Child,Music,Random noise,-,https://youtu.be/xcq1_w-57Ug?si=KY6IQoUf9VZgcHyl,INSEOK LEE,bonafide,[-36.983864 -25.142368],[33.98006  26.835726],[-38.699608  11.04899 ]
centorofrumor_3,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof,[31.433975 26.208218],[-10.208023  27.580614],[ -9.787801 -16.806215]
20230710_AI_ANCHOR_5,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=yC-edLMz5Pc,KWONWOO JEONG,spoof,[-50.58973  -10.486844],[ 48.46737  -19.177576],[-6.713188 46.73208 ]
20230928_handonghoon_3,HAN DONGHOON,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=YPDeL3eb0sM,KWONWOO JEONG,bonafide,[-31.060545  10.057029],[ 29.224552 -29.950338],[12.697205 26.195866]
2023_06_03_AI_WEATHER_9,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=klmhZ7tmXRk,KWONWOO JEONG,spoof,[0.59790736 3.4998262 ],[ 42.552135 -14.644822],[ -7.9777684 -54.85874  ]
TOTLIV_INTERVIEW_10,Ange Postecoglou,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/-CLG0ID3KFo?si=WyWE83ZJkEqXNP6F,INSEOK LEE,bonafide,[-47.63968  -19.408445],[-48.906998   -3.0049224],[-47.106483   9.104686]
2021_11_22_AI_WEATHER_5,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=KRpUZzI-sI0,KWONWOO JEONG,spoof,[21.688742 34.045853],[ 44.4255   -16.491766],[11.442075 27.664263]
2021_12_21_AI_WEATHER_2,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof,[-21.678122  46.057735],[-52.178043 -28.181166],[16.44913 51.33193]
gridanews_1,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof,[ -7.659829 -41.33382 ],[  5.3193436 -16.583292 ],[ -9.294813 -52.561985]
20230507_chuninbeom_6,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide,[22.76748  30.756851],[-14.737303  40.86168 ],[11.867037  5.102148]
tottenham_interview_5,Ange Postecoglou,-,No,English,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=TrYHDkeccF0,KWONWOO JEONG,bonafide,[ -2.875042 -30.029013],[46.38627  -8.548044],[-10.777327 -16.325056]
230824_hanmoonchul_7,Han Moon Chul,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=H3qkiSMFYI0,WOONGJAE LEE,bonafide,[-31.83224  -24.678627],[ 17.995453 -20.620079],[18.092747 34.29776 ]
footballmaster_4,TTS_footballmaster,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=BEp1k3gEP44,WOONGJAE LEE,spoof,[-33.04309   25.644745],[-6.176579 -9.164053],[-17.064661  -13.9690275]
HaeRin_AIcover_FirstLove_1,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof,[ 16.859396 -30.463768],[-7.703726 52.2633  ],[-15.700756 -50.774193]
KimDongYull_EveryMoment_4,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof,[  4.902886 -52.03228 ],[-31.38115   13.572137],[ -9.381425 -53.634876]
sbsnews_2,FEMALE NEWSCASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=Rx9MCHZfSbQ,KWONWOO JEONG,bonafide,[37.887188 17.89488 ],[-10.408959  37.789223],[-24.580574  -8.040374]
LOL_Dopa_4,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof,[ 17.762388 -38.90936 ],[ 14.787623 -24.57553 ],[37.95719 13.0377 ]
pullnpush_5,TTS_pullnpush,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=M347-xlaVqs,WOONGJAE LEE,spoof,[-33.224567  29.434025],[ 38.21776  -10.156922],[-0.5214216 50.720097 ]
korea_vs_saudi_3,SPORT CASTER,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=nhBjLjJ3sAE,KWONWOO JEONG,bonafide,[ -6.77951  -45.526657],[-41.243626 -15.238184],[-29.760448 -43.465992]
20200908_chungju_4,KIM SUNTAE,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=NbHVvd82bsE,KWONWOO JEONG,bonafide,[-33.81957  -25.656126],[ 37.49823  -15.772799],[ 8.482928 53.2043  ]
TrumpObamaBiden_monster_2,"Biden,Obama,Trump",TTS,Yes,English,Male,Adult,Sound effect,-,-,https://youtu.be/hPB_zsXOcNQ?si=nag3CC0QrlXBIN9s,INSEOK LEE,spoof,[33.469643 22.21014 ],[-14.968089  41.57502 ],[37.210567 15.801646]
TED_Einsteinparadox_9,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide,[ 52.669674 -18.718885],[15.942012 52.45777 ],[  2.6487222 -19.517847 ]
230511_DexInterView_6,Dex,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide,[26.253586 29.076483],[-51.506824 -22.063887],[ 10.229109 -64.20657 ]
2022_01_21_AI_YOON_7,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KUNWa5UjxSg,KWONWOO JEONG,spoof,[ -7.9986143 -41.669838 ],[-50.833054 -17.684336],[13.185066 36.490265]
BrunoMars_Hypeboy_7,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof,[ 17.552958 -40.26489 ],[25.505463 41.995426],[-7.5645027  5.305217 ]
tvshow_radiostar_4,HA SEOKJIN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=VYouryzXhQI,KWONWOO JEONG,bonafide,[22.795328 30.81637 ],[  0.70242405 -15.8754225 ],[ 21.681402 -13.568763]
Chick_2,TTS_Rocket,TTS,No,Korean,Male,Adult,Music,-,-,https://youtube.com/shorts/hBCaueWN56w?si=2CakA-ho13kvyAAM,INSEOK LEE,spoof,[  0.9098222 -52.242634 ],[ 33.973473 -10.216471],[-5.949974 46.72461 ]
Josubin_naver_6,TTS_Josubin,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2833019,WOONGJAE LEE,spoof,[-21.333712   -3.2640188],[-46.197014 -32.4291  ],[ 0.81503665 51.270557  ]
20230925_sbsnews2_9,KIM DOGYUN,-,No,Korean,Male,Adult,Music,Crowded,-,https://www.youtube.com/watch?v=gGH6rg3aFFc,KWONWOO JEONG,bonafide,[-20.017757  -4.373909],[ 36.94066  -18.774332],[18.493166 33.923714]
TED_BridgeRiddle_6,Alex Gendler,-,No,English,Male,Adult,Music,Random noise,-,https://youtu.be/7yDmGnA8Hw0?si=24emSO9V9E9YLTJz,INSEOK LEE,bonafide,[-28.283049  41.130936],[-49.31749  -10.703715],[37.649094 19.065012]
KimDongYull_LikeIt_1,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof,[ 3.525582  -2.8503315],[32.097267 29.608831],[-41.653954    4.0361958]
GD_AIcover_HypeBoy_3,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof,[ -7.5415597 -41.213383 ],[ -1.6106933 -20.400444 ],[-19.797174 -48.85782 ]
20230926_jtbcnews_4,PARK GEUNHYE,-,No,Korean,Female,Elder,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide,[-23.623888 -19.309372],[ 15.550002 -16.372128],[  0.082886 -56.045788]
pride_and_prejudice_maleAI_10,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[-9.777436 47.29141 ],[23.485817 49.829014],[14.4604645 13.705896 ]
20230921_mbc_weather_9,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide,[-23.151403  45.197105],[ 14.813838 -18.823263],[ 21.68653  -55.513157]
HaeRin_AIcover_FirstLove_2,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof,[  8.639744  -13.8593025],[-30.584461  11.210615],[2.636758 4.070218]
230716_Physical_1,Lee KangIn,-,Yes,Korean,Male,Adult,Reverb,Sound effect,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide,[24.087105 -4.339257],[-2.6427958 54.769726 ],[-36.456814 -35.803978]
20230925_kbsnews8_3,ANNOUNCER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=97LRtP2hdbs,KWONWOO JEONG,bonafide,[44.997673  6.737689],[-50.23337   -9.826379],[29.321852 39.761635]
KoreaWales_soccergame_2,SPORT CASTER1,-,Yes,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=XYgW7H_oK6U,WOONGJAE LEE,bonafide,[1.3131629 2.96448  ],[-34.641434  12.599581],[-18.957603    3.0271761]
ziroud_4,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof,[-32.42998    9.203862],[-2.5807602 53.794403 ],[-11.087383 -16.423668]
20230920_ytn_weather_3,WON LEEDA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=Dd_lpyiEV68,KWONWOO JEONG,bonafide,[ 52.478035 -19.317158],[19.729818 50.49126 ],[-3.758165   2.8237984]
Dean_AIcover_Peaches_3,DEAN,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=r9roj7sIUNY,WOONGJAE LEE,spoof,[  7.720656 -51.54957 ],[-42.144974  -1.0889  ],[1.4033391 3.774343 ]
2021_11_22_AI_WEATHER_3,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=KRpUZzI-sI0,KWONWOO JEONG,spoof,[ 2.3879063 -1.3504381],[ 48.55988  -13.645682],[10.656368 33.172276]
G-Dragon_AIvoice_firstlove_2,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=h8qRj3ti_rw&list=PLdZvmNDhnFxtlF4hzxizMFtQEDLoQoL9M&index=35,WOONGJAE LEE,spoof,[ -5.3904867 -33.805172 ],[  8.97839  -14.396143],[0.30385074 4.4001403 ]
AI_SWINGS_DITTO_6,MOON JIHOON,VC,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=hfmuhMitznY,KWONWOO JEONG,spoof,[ -4.217881 -49.702625],[ 10.356051 -20.478132],[  1.6288135 -60.666798 ]
20230925_kbsnews8_7,LEE HAKYUNG,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=97LRtP2hdbs,KWONWOO JEONG,bonafide,[38.45741  17.799995],[-45.779446 -13.318138],[-36.528664   -3.0314054]
Morgan_Freeman_Singularity_7,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof,[-3.9197702 45.95342  ],[37.61638  20.981771],[-46.66379   4.24583]
IU_AIcover_writeyournumber_8,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof,[ 18.0718   -34.324726],[24.974382 36.545033],[-19.732883    7.7926307]
2021_10_05_AI_WEATHER_5,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof,[ 3.0085618 -3.29572  ],[  6.0476136 -28.626112 ],[13.364819 14.441546]
LOL_Dopa_6,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof,[-27.169495  11.372207],[  1.7624391 -13.196576 ],[-36.891155   -1.5266498]
tvshow_radiostar_2,HA SEOKJIN,-,No,Korean,Male,Adult,Crowded,Music,-,https://www.youtube.com/watch?v=VYouryzXhQI,KWONWOO JEONG,bonafide,[-22.654902  45.54346 ],[ 39.689625 -18.845057],[14.394963 28.747019]
20230914_mbcnews_japan_1,Lee WhiJun(Anouncer),-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=FzDl6dq2yzc,INSEOK LEE,bonafide,[ 51.85657 -19.33214],[-25.3863    13.844718],[28.241047   7.5923686]
HANI_AIcover_Pretty_7,HANI,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=VxrDni7vfOY,WOONGJAE LEE,spoof,[-16.111874  13.793365],[24.511066 44.02732 ],[  5.3883986 -14.520308 ]
20230926_jtbcnews_9,SHIN HYEWON,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide,[-29.854269  37.917046],[-44.963985 -16.203783],[16.090693 51.41989 ]
KBS_Soccer_Barain_4,Nam HyunJong,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide,[ 12.134388 -49.047535],[ 22.671818 -11.45897 ],[-30.791998 -41.417694]
AI_PARKMYUNGSOO_NEWJEANS_5,PARK MYUNGSOO,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=aI7C5zK_2Ns,KWONWOO JEONG,spoof,[ -5.007187 -48.677776],[-21.187304  13.71106 ],[ 16.222454 -18.046991]
brothers_karamazov_maleAI_10,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[-33.225887  29.129623],[-52.262516 -30.952656],[ 11.716987 -64.32309 ]
HANI_AIcover_Pretty_8,HANI,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=VxrDni7vfOY,WOONGJAE LEE,spoof,[ 11.363051 -19.823015],[-13.921148  33.74127 ],[-10.209237 -54.899082]
presidentyoon_ai_1,YOON SUK YEOL,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Gb0qZGx0zXc,KWONWOO JEONG,bonafide,[-50.61952   -9.378558],[-50.542118 -23.250805],[ 12.253983 -59.131878]
230914_YTN_japan_6,Fabien,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=OmIATrHoIzw,WOONGJAE LEE,bonafide,[-31.591331 -24.486292],[ 8.8920355 55.431507 ],[  0.271331 -60.970333]
20230920_ytn_weather_8,WON LEEDA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=Dd_lpyiEV68,KWONWOO JEONG,bonafide,[50.48486   -4.6498823],[ 9.154171 54.090267],[-19.148771 -42.620617]
KimKyungHo_AIcover_You_1,KimKyungHo,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=6x8R0PP9Vm4,WOONGJAE LEE,spoof,[ -6.0131736 -47.136456 ],[-42.64824     6.3647823],[-23.335686  10.051208]
