sid,utt,codec,src,attack,label,trimed,subset,vocoder,s1,s2,s3,s4,btse_feat_embedded,aasistssl_feat_embedded,vocosig_feat_embedded
VCC2TF1,DF_E_2454091,high_ogg,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,FF,-,[85.25589  -9.341486],[-4.892689   -0.55930305],[-94.661125    2.9008443]
TMM1,DF_E_3209603,high_m4a,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,MM,M,[-27.922104  59.505116],[-36.808537   8.246392],[-49.571682 -31.081709]
TFF1,DF_E_3357503,low_mp3,vcc2020,Task2-team29,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team29,MF,F,[-58.278053  43.9465  ],[11.804578 84.144264],[-38.35956  -32.934204]
TEM2,DF_E_3883984,low_mp3,vcc2020,Task1-team14,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team14,MM,E,[-14.179502  81.60431 ],[ 16.085472 -32.50646 ],[82.704956   0.8561871]
TFM1,DF_E_2964364,nocodec,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MM,F,[-12.96884  -22.626827],[-32.077     -8.740454],[ 29.684046 -61.51747 ]
TFM1,DF_E_3606291,nocodec,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,FM,F,[12.274137 -3.266915],[ 17.357748 -16.552713],[53.99842  4.89912]
VCC2TF2,DF_E_2805866,high_m4a,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MF,-,[ 41.38054 -84.95859],[32.61435    3.8793511],[-11.016703  55.06356 ]
LA_0003,DF_E_3545770,low_ogg,asvspoof,A19,spoof,trim,hidden,traditional_vocoder,-,-,-,-,[-39.08711   23.426437],[ 7.4123564 -9.60631  ],[ 39.45516  -61.695995]
VCC2TF1,DF_E_4094344,high_m4a,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,FF,-,[ 24.29771  -34.001987],[35.203304 44.997112],[-45.62261 -78.3935 ]
LA_0005,DF_E_4086884,high_mp3,asvspoof,A07,spoof,trim,hidden,traditional_vocoder,-,-,-,-,[-37.828445  21.21561 ],[21.73862  20.396002],[ -9.349661 -38.52639 ]
LA_0043,DF_E_2632194,low_mp3,asvspoof,A11,spoof,trim,hidden,traditional_vocoder,-,-,-,-,[-13.378572  66.33475 ],[  5.9056044 -42.963444 ],[ 36.28115  -53.682278]
TGM1,DF_E_2044256,mp3m4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,MM,G,[-91.313385  -8.850115],[-2.8128977  9.179816 ],[ 0.24673384 57.327427  ]
TFM1,DF_E_3379872,low_ogg,vcc2020,Task2-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team13,MM,F,[-13.392551  66.13793 ],[  4.6968813 -25.238636 ],[  0.49593893 -71.917     ]
LA_0029,DF_E_4380557,nocodec,asvspoof,A13,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[-37.639053  21.551176],[  8.12792  -39.362816],[ 42.039417 -65.610504]
TMM1,DF_E_4095990,low_ogg,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,MM,M,[35.509327 54.713383],[-58.028416  27.210909],[  7.1460667 -76.19007  ]
TFM1,DF_E_2370515,oggm4a,vcc2020,Task2-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team13,FM,F,[-22.739475    -0.17783931],[-15.121873 -20.679668],[ 5.779625 51.57403 ]
LA_0018,DF_E_4792663,nocodec,asvspoof,A15,spoof,notrim,progress,neural_vocoder_autoregressive,-,-,-,-,[-17.661306    4.5831475],[ -3.0697403 -46.816074 ],[ 19.276512 -68.706276]
TMF1,DF_E_3456792,high_m4a,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,FF,M,[-23.139156 -38.277485],[58.45292 24.82393],[  7.6818657 -55.43589  ]
VCC2TM1,DF_E_4599842,low_m4a,vcc2018,SPO-N03,spoof,notrim,eval,unknown,SPO,N03,MM,-,[  6.701559 -41.27346 ],[22.730865 48.76393 ],[-26.742937   -8.7533045]
TEF1,DF_E_4204748,low_m4a,vcc2020,Task1-team27,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team27,FF,E,[34.075813 61.46859 ],[-66.05202  -11.247929],[ 17.826944 -58.613537]
TMF1,DF_E_3195122,high_ogg,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,FF,M,[-51.67052     0.9284052],[ 30.60709  -59.611553],[-5.0045953 82.05717  ]
VCC2TM2,DF_E_3956377,low_ogg,vcc2018,HUB-N15,spoof,notrim,eval,traditional_vocoder,HUB,N15,FM,-,[22.556438   -0.11743512],[ 3.9699764 41.852272 ],[-3.5053327 -6.1788826]
TMF1,DF_E_2062167,oggm4a,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FF,M,[57.349754 60.06882 ],[-11.096895 -40.891518],[-14.546057  74.70174 ]
TGM1,DF_E_4683674,high_mp3,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,FM,G,[-42.878983 -42.43283 ],[29.265144 27.20941 ],[25.10413    -0.96479696]
TEM1,DF_E_2191249,high_ogg,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FM,E,[ 56.050003 -55.393494],[ 21.421116 -47.922253],[28.494045  -0.2761466]
TMM1,DF_E_2533523,oggm4a,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,MM,M,[-19.026089  11.720259],[-17.687597   -7.1048527],[ -2.8215773 -35.03529  ]
TMF1,DF_E_4396644,low_m4a,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,FF,M,[-11.763232  86.27973 ],[ 2.5855963 -9.502717 ],[ 4.326035 96.269325]
TMF1,DF_E_2378000,mp3m4a,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,MF,M,[76.60358  16.171188],[ -5.585828 -38.253483],[-26.73993   57.501534]
TMM1,DF_E_2326926,high_m4a,vcc2020,Task2-team26,spoof,notrim,eval,traditional_vocoder,Task2,team26,MM,M,[-40.70067   29.699133],[14.980621 15.254448],[-15.106412 -39.21821 ]
TEF2,DF_E_3408081,high_ogg,vcc2020,Task1-team18,spoof,notrim,eval,unknown,Task1,team18,MF,E,[-5.3842079e+01  2.2868447e-02],[22.349463 35.959248],[  6.0549393 -54.579487 ]
VCC2TF1,DF_E_4180879,mp3m4a,vcc2018,SPO-N11,spoof,notrim,eval,traditional_vocoder,SPO,N11,FF,-,[-49.09947     4.7056284],[34.889484 39.8586  ],[-55.898018 -30.342518]
TGM1,DF_E_4087547,nocodec,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,FM,G,[-13.47296  -15.159637],[-53.019608  58.392857],[45.068356 41.052593]
TFF1,DF_E_3580354,oggm4a,vcc2020,Task2-team11,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team11,FF,F,[47.178936 67.00364 ],[-58.78375  -23.462051],[ 40.45685  -30.913677]
TGM1,DF_E_4861414,high_mp3,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MM,G,[ 5.4060493 56.26086  ],[-36.069164   -6.4090667],[ 2.2062707 -4.035402 ]
TMF1,DF_E_4378728,low_m4a,vcc2020,Task2-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team02,FF,M,[30.314882 77.834946],[-14.860619  74.9899  ],[-55.255997 -27.94658 ]
VCC2TM1,DF_E_2009259,low_m4a,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MM,-,[-37.72663   34.471687],[-16.803766 -10.672517],[-24.010399  49.273468]
LA_0007,DF_E_4317261,mp3m4a,asvspoof,A16,spoof,notrim,eval,waveform_concatenation,-,-,-,-,[47.52725  12.919035],[-24.527203 -37.149883],[-55.998913  19.944544]
TMM1,DF_E_3279590,oggm4a,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,MM,M,[47.848454 14.133423],[ 42.55592  -37.302757],[  1.5020359 -67.40573  ]
TFF1,DF_E_3525833,low_mp3,vcc2020,Task2-team10,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team10,FF,F,[-48.1806   -46.059437],[-54.46509   11.882258],[-25.35326  -33.283173]
VCC2TF2,DF_E_3250782,low_mp3,vcc2018,HUB-N10,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N10,FF,-,[-30.265423    0.6642292],[-44.127533   -4.8118215],[-30.476505  47.31335 ]
VCC2TF1,DF_E_3045906,low_m4a,vcc2018,HUB-N07,spoof,notrim,eval,traditional_vocoder,HUB,N07,FF,-,[ 12.553978 -48.950882],[62.409428 40.505154],[ 46.040947 -40.22401 ]
VCC2TM2,DF_E_3492774,nocodec,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MM,-,[78.39639   -3.4623706],[-0.7176907 59.306812 ],[-33.63347  -59.689396]
VCC2TF1,DF_E_3396912,mp3m4a,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,FF,-,[-70.5905    23.751816],[45.872707 39.691483],[ 9.302238 66.74479 ]
TEM2,DF_E_2819304,high_mp3,vcc2020,Task1-team30,spoof,notrim,eval,unknown,Task1,team30,MM,E,[-50.710922 -12.943231],[-45.537212 -12.256442],[ 5.155894 10.488445]
TMF1,DF_E_2420885,low_m4a,vcc2020,Task2-team24,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team24,FF,M,[-48.0229     4.583379],[ 20.196085 -50.15926 ],[12.351232  -3.6723626]
LA_0028,DF_E_2924097,high_ogg,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[ 80.61907  -10.353763],[-25.132824  32.94371 ],[66.051125   4.4778476]
TGF1,DF_E_2455511,high_ogg,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MF,G,[-38.910133  26.022116],[  0.11623312 -26.186052  ],[-12.108572  72.27538 ]
VCC2TF2,DF_E_3680042,oggm4a,vcc2018,HUB-N13,spoof,notrim,eval,traditional_vocoder,HUB,N13,FF,-,[ 30.040537 -27.901842],[53.312157 31.508179],[ 15.406304 -13.359325]
LA_0023,DF_E_3515152,mp3m4a,asvspoof,A18,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-81.26269  -30.889526],[-10.239215  37.52091 ],[  6.716119 -76.39083 ]
LA_0039,DF_E_4413733,low_ogg,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 12.752797 -76.354645],[ -6.4792   -82.848526],[-59.575775  56.55703 ]
VCC2TM1,DF_E_3280311,oggm4a,vcc2018,HUB-N20,spoof,notrim,eval,traditional_vocoder,HUB,N20,FM,-,[2.1164136 8.157668 ],[11.613843 10.421044],[ 82.47862  -31.824995]
LA_0048,DF_E_4995286,high_m4a,asvspoof,A11,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[-55.058968 -37.57729 ],[-39.677532 -69.16616 ],[-69.59928   10.281283]
VCC2TM2,DF_E_4355462,low_ogg,vcc2018,HUB-N06,spoof,notrim,eval,traditional_vocoder,HUB,N06,MM,-,[ 53.669262 -17.01464 ],[14.266688 50.044964],[59.342262 14.453464]
VCC2TM2,DF_E_2801089,high_ogg,vcc2018,HUB-N04,spoof,notrim,eval,traditional_vocoder,HUB,N04,MM,-,[ 4.842228 81.27092 ],[-0.7023371 -8.739515 ],[-12.220886 -40.09312 ]
LA_0013,DF_E_2304131,low_m4a,asvspoof,-,bonafide,notrim,progress,bonafide,-,-,-,-,[ -1.4510576 -97.659294 ],[ -6.7155623 -88.037445 ],[-56.10103   58.849545]
TEM2,DF_E_3108651,high_ogg,vcc2020,Task1-team01,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team01,MM,E,[24.861929 63.532875],[ 18.116222 -16.697933],[ 26.111961 -75.788155]
LA_0017,DF_E_4780961,nocodec,asvspoof,A15,spoof,notrim,progress,neural_vocoder_autoregressive,-,-,-,-,[52.414616 43.590122],[-40.38403 -34.13962],[-37.773594 -33.078217]
TFF1,DF_E_2961107,high_mp3,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,MF,F,[-76.44677 -41.15719],[-14.82575  48.44054],[ 24.47477 -85.68484]
LA_0020,DF_E_4016888,mp3m4a,asvspoof,A11,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-13.72612   82.952736],[-68.88917      0.56216776],[-28.815052 -72.64692 ]
TEM1,DF_E_2895713,high_mp3,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,MM,E,[  3.029724 -62.322376],[5.3145013 3.5887806],[50.90111 42.79   ]
VCC2TM1,DF_E_3000096,low_ogg,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FM,-,[-20.205633 -39.430786],[-40.362988 -48.93784 ],[-66.352806 -53.308693]
VCC2TM2,DF_E_4295324,low_ogg,vcc2018,HUB-N20,spoof,notrim,eval,traditional_vocoder,HUB,N20,MM,-,[ 49.9296  -69.70897],[ 50.413994 -14.213688],[ -9.550313 -40.620224]
VCC2TF1,DF_E_3445760,low_ogg,vcc2018,SPO-N05,spoof,notrim,eval,traditional_vocoder,SPO,N05,MF,-,[ 59.577927 -52.99681 ],[23.510878   2.5264447],[-9.27553 33.23575]
VCC2TM2,DF_E_2607740,oggm4a,vcc2018,SPO-N13,spoof,notrim,eval,traditional_vocoder,SPO,N13,FM,-,[-50.36268   63.509644],[ 44.18564  -27.410975],[ -9.86075 -40.3414 ]
TEF1,DF_E_4793208,low_m4a,vcc2020,Task1-team30,spoof,notrim,eval,unknown,Task1,team30,FF,E,[45.675888 -6.73896 ],[-67.78175   -2.545969],[-93.53841   14.336964]
VCC2TF2,DF_E_4098672,high_m4a,vcc2018,HUB-N15,spoof,notrim,eval,traditional_vocoder,HUB,N15,FF,-,[ 63.14495 -16.59064],[15.293486 50.861828],[ 1.7489494 -4.5041766]
TMF1,DF_E_2675003,high_mp3,vcc2020,Task2-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team02,FF,M,[-59.816956 -31.822914],[11.952595 86.840996],[-26.045078  23.318813]
TEF1,DF_E_2974660,nocodec,vcc2020,Task1-team02,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team02,MF,E,[-38.692455  55.385574],[-56.243134 -32.72813 ],[21.855274 21.192377]
VCC2TM2,DF_E_4198258,oggm4a,vcc2018,HUB-N11,spoof,notrim,eval,traditional_vocoder,HUB,N11,FM,-,[ 72.7968   -11.834283],[60.813408 35.065845],[-40.156536 -80.59039 ]
LA_0011,DF_E_3136752,low_m4a,asvspoof,A12,spoof,notrim,progress,neural_vocoder_autoregressive,-,-,-,-,[-58.623753 -32.825478],[-61.87174   -12.9157915],[41.36661  -7.665323]
VCC2TF1,DF_E_3399602,low_ogg,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-,[-34.843548   -0.4115397],[ 22.226776 -26.062597],[-50.24341 -25.74298]
TGF1,DF_E_3524584,oggm4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FF,G,[-69.21115   13.485055],[-31.03513     -0.94084877],[-18.294676 -34.54274 ]
VCC2TF2,DF_E_4899996,mp3m4a,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,FF,-,[ 68.79976  -42.159298],[21.693954   6.0580745],[-32.63708 -77.32708]
TEF2,DF_E_2119307,oggm4a,vcc2020,Task1-team12,spoof,notrim,eval,traditional_vocoder,Task1,team12,MF,E,[16.85102  43.636436],[ 40.46977  -46.225937],[ 40.90981  -37.913452]
TGF1,DF_E_3411550,low_mp3,vcc2020,Task2-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team13,FF,G,[-40.170967  61.835686],[11.438353 79.94445 ],[-47.696564 -27.178703]
TGM1,DF_E_2551659,high_mp3,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FM,G,[ 26.790304 -60.589394],[-60.276154  11.626173],[40.60082 80.60944]
TFF1,DF_E_2668155,low_ogg,vcc2020,Task2-team05,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team05,FF,F,[-11.971863 -11.089596],[ 36.454105 -18.582073],[83.6462  -5.76652]
VCC2TM1,DF_E_2011986,mp3m4a,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FM,-,[-70.65806  24.70635],[ 33.247906 -38.01816 ],[-2.9775105 32.130436 ]
LA_0026,DF_E_2917236,high_m4a,asvspoof,A10,spoof,notrim,eval,neural_vocoder_autoregressive,-,-,-,-,[18.4935  70.84318],[-58.635895  -8.73451 ],[-55.78735  20.46849]
LA_0046,DF_E_3502923,nocodec,asvspoof,-,bonafide,notrim,eval,bonafide,-,-,-,-,[ 12.803894 -76.835106],[ -2.7180488 -85.32361  ],[-68.690056  40.245052]
VCC2TM1,DF_E_3080120,nocodec,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,MM,-,[-54.463398  62.29025 ],[14.454113 -3.250143],[-8.248166 33.218132]
VCC2TM1,DF_E_4558602,low_mp3,vcc2018,HUB-N16,spoof,notrim,eval,traditional_vocoder,HUB,N16,MM,-,[  0.0535492 -37.158817 ],[31.588438 30.997726],[-71.129745 -13.311204]
TFM1,DF_E_3609248,low_ogg,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,MM,F,[ -6.4188213 -21.969995 ],[ 19.661863 -11.124357],[ 42.268597 -40.987083]
TGF1,DF_E_4594481,high_ogg,vcc2020,Task2-team18,spoof,notrim,eval,unknown,Task2,team18,MF,G,[ -3.8762143 -66.955536 ],[17.123907 32.754993],[ 8.787488 99.30623 ]
TMM1,DF_E_2346385,high_m4a,vcc2020,Task2-team31,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team31,MM,M,[34.551556   4.5201263],[-0.9444649 13.135591 ],[ 27.075472 -85.495094]
LA_0021,DF_E_4073644,oggm4a,asvspoof,A09,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[-83.170746    3.6470144],[ 49.73402 -34.48608],[21.392776 13.439615]
LA_0034,DF_E_3814657,low_mp3,asvspoof,A14,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[-21.454239 -34.31235 ],[-35.87393  -41.403473],[-25.46509 -35.64451]
TEF2,DF_E_2229522,low_m4a,vcc2020,Task1-team08,spoof,notrim,eval,traditional_vocoder,Task1,team08,FF,E,[-7.6634135 33.703053 ],[-3.5376163 41.4726   ],[ 36.931877 -74.190125]
LA_0048,DF_E_2710373,low_m4a,asvspoof,A19,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[74.96165  -3.714416],[-32.714397  28.232061],[-37.064457 -72.69985 ]
TEM2,DF_E_2493111,low_ogg,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,FM,E,[30.956305 60.04451 ],[-51.604298  10.751018],[ 77.38032  -26.242657]
TEF1,DF_E_3241278,low_ogg,vcc2020,Task1-team22,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team22,FF,E,[69.870445 51.143757],[-29.105114     0.50324506],[-4.621356  -0.8631465]
VCC2TF1,DF_E_4018963,low_mp3,vcc2018,SPO-B00,spoof,notrim,eval,unknown,SPO,B00,FF,-,[-14.450434    1.8413178],[ 44.551785 -30.259962],[  9.195769 -67.810814]
TGF1,DF_E_2283583,high_ogg,vcc2020,Task2-team15,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team15,MF,G,[ -3.8113248 -18.513893 ],[  6.6979847 -39.278553 ],[-17.739706     0.14888804]
TEF1,DF_E_3442126,nocodec,vcc2020,Task1-team13,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team13,FF,E,[28.865484 15.92355 ],[-38.310097   8.881734],[ 16.91242 -80.27206]
VCC2TM1,DF_E_2850053,high_mp3,vcc2018,SPO-N13,spoof,notrim,eval,traditional_vocoder,SPO,N13,FM,-,[-0.21094804 16.998247  ],[29.625366 34.26593 ],[ 7.3991876 63.272053 ]
TEM1,DF_E_2213035,high_ogg,vcc2020,Task1-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task1,team25,MM,E,[39.354507 25.390947],[-18.295591 -40.680664],[-6.1401305 -0.8425279]
TGM1,DF_E_3187848,low_m4a,vcc2020,Task2-team23,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team23,MM,G,[ 50.01416 -67.82701],[-36.355648 -11.019396],[-38.46906   29.668713]
VCC2TM1,DF_E_3285344,high_m4a,vcc2018,SPO-B01,spoof,notrim,eval,traditional_vocoder,SPO,B01,MM,-,[27.77022 57.18632],[-1.2181005 16.110012 ],[ 42.338448 -61.41509 ]
TEM1,DF_E_3381304,low_ogg,vcc2020,Task1-team19,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team19,MM,E,[-16.177973   -2.4285898],[31.413336 32.20648 ],[ 7.26567  91.084724]
VCC2TM2,DF_E_2435401,high_ogg,vcc2018,SPO-N12,spoof,notrim,eval,traditional_vocoder,SPO,N12,FM,-,[24.700048 35.490726],[39.37169  50.255962],[ 10.939361 -12.057509]
TEF1,DF_E_4737570,high_m4a,vcc2020,Task1-team18,spoof,notrim,eval,unknown,Task1,team18,FF,E,[-82.066795  28.5368  ],[17.075989  -0.2042583],[-10.385893 -38.301846]
TEF2,DF_E_4135362,oggm4a,vcc2020,Task1-team23,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team23,MF,E,[ 43.637905 -36.093063],[ -2.4735463 -31.968483 ],[-39.461227  36.014446]
VCC2TM1,DF_E_4109319,mp3m4a,vcc2018,SPO-N10,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N10,MM,-,[-11.309825 -37.03259 ],[-41.067795 -33.91324 ],[ -3.9135747 -38.16955  ]
TEM1,DF_E_4726880,high_mp3,vcc2020,Task1-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task1,team33,FM,E,[-92.819855  -12.9826975],[-12.662438  28.846245],[-51.431374 -68.70326 ]
VCC2TM1,DF_E_2593577,high_m4a,vcc2018,HUB-D05,spoof,notrim,eval,traditional_vocoder,HUB,D05,MM,-,[-47.347748 -53.586983],[ 7.703178 40.173683],[-40.84343  -26.897049]
VCC2TM1,DF_E_3030729,oggm4a,vcc2018,HUB-N18,spoof,notrim,eval,traditional_vocoder,HUB,N18,FM,-,[17.947727 23.481506],[-40.754814  15.67614 ],[-7.0280294 36.2036   ]
TEF2,DF_E_3580915,low_ogg,vcc2020,Task1-team06,spoof,notrim,eval,traditional_vocoder,Task1,team06,FF,E,[82.05308  26.511719],[-10.570826 -24.938828],[  8.04614 -66.80018]
LA_0003,DF_E_3479716,low_m4a,asvspoof,A13,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[-43.267887  62.903362],[34.57566  30.618029],[ 38.93372  -61.866455]
VCC2TM1,DF_E_2932447,high_m4a,vcc2018,HUB-D04,spoof,notrim,eval,traditional_vocoder,HUB,D04,MM,-,[ 7.8471856 55.07589  ],[-6.5226116  6.8853493],[ 84.5243   -21.613297]
TMM1,DF_E_4651799,high_m4a,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MM,M,[49.434185 13.176042],[1.1351031 9.816134 ],[ 11.345279 -46.766304]
TGM1,DF_E_2296375,oggm4a,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,FM,G,[-48.941692 -11.240107],[-34.966778    2.9255245],[ 73.836655 -18.874645]
TMF1,DF_E_2010013,low_m4a,vcc2020,Task2-team16,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team16,MF,M,[-38.505177   2.147598],[10.665703 -9.132067],[-29.421814  41.562744]
TMM1,DF_E_3999325,high_m4a,vcc2020,Task2-team33,spoof,notrim,eval,neural_vocoder_nonautoregressive,Task2,team33,MM,M,[-13.567705 -15.425334],[-10.537413 -22.854347],[-24.393036  55.23642 ]
LA_0036,DF_E_4499668,high_ogg,asvspoof,A17,spoof,notrim,eval,traditional_vocoder,-,-,-,-,[75.079384  -2.0315125],[-14.979556  42.784504],[12.8838   -8.505545]
VCC2TF2,DF_E_4475805,low_m4a,vcc2018,SPO-N17,spoof,notrim,eval,neural_vocoder_autoregressive,SPO,N17,FF,-,[ 5.2387176 46.48244  ],[30.362944 36.424763],[ 40.29511  -62.158375]
TGM1,DF_E_2712912,low_ogg,vcc2020,Task2-team06,spoof,notrim,eval,traditional_vocoder,Task2,team06,MM,G,[-31.385193   -4.6696205],[ 38.689625 -19.333248],[ 31.405956 -16.697699]
TGM1,DF_E_4199240,high_m4a,vcc2020,Task2-team25,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team25,FM,G,[ 7.524015 74.980064],[-46.91237   -8.709445],[-9.662056 80.63534 ]
TGM1,DF_E_2883145,high_ogg,vcc2020,Task2-team03,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team03,MM,G,[-34.455307 -72.119255],[ 36.02111  -11.880883],[20.769682 17.072733]
TFM1,DF_E_2243010,high_m4a,vcc2020,Task2-team07,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team07,FM,F,[ 10.400171 -58.098156],[-31.33253    -5.7501044],[31.984655 19.327513]
VCC2TF1,DF_E_2842420,oggm4a,vcc2018,SPO-N06,spoof,notrim,eval,traditional_vocoder,SPO,N06,FF,-,[-50.036133 -18.279167],[12.288755 30.31374 ],[-3.4733   50.128574]
LA_0003,DF_E_2455045,low_m4a,asvspoof,A14,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[66.94907 53.71438],[ 11.680041 -16.363707],[ 65.51536  -13.029373]
VCC2TF1,DF_E_2883675,low_ogg,vcc2018,HUB-D01,spoof,notrim,eval,traditional_vocoder,HUB,D01,MF,-,[45.722935  -6.6700063],[24.981707 50.909065],[-11.32756   26.065804]
TGF1,DF_E_2584376,nocodec,vcc2020,Task2-team28,spoof,notrim,eval,neural_vocoder_autoregressive,Task2,team28,MF,G,[-49.5217     -0.1307336],[ -4.735175 -47.587116],[32.930935 31.962685]
LA_0018,DF_E_2588582,high_mp3,asvspoof,A10,spoof,trim,hidden,neural_vocoder_autoregressive,-,-,-,-,[ 6.454287 77.11984 ],[-56.96514   8.38712],[42.180206 76.905556]
VCC2TF2,DF_E_4455441,oggm4a,vcc2018,HUB-N17,spoof,notrim,eval,neural_vocoder_autoregressive,HUB,N17,FF,-,[ 65.375015 -48.667274],[  2.5232298 -14.822086 ],[62.64628  10.494559]
TEM1,DF_E_3562744,low_mp3,vcc2020,Task1-team18,spoof,notrim,eval,unknown,Task1,team18,FM,E,[35.23653  -6.283487],[32.399647 -9.020203],[-11.468633 -18.718742]
LA_0017,DF_E_2303723,nocodec,asvspoof,A09,spoof,notrim,progress,traditional_vocoder,-,-,-,-,[-6.8567343 32.82896  ],[ 49.446526 -34.473267],[81.5135      0.10974009]
VCC2TM1,DF_E_2385514,nocodec,vcc2018,SPO-N04,spoof,notrim,eval,traditional_vocoder,SPO,N04,FM,-,[ 21.67474  -34.425476],[32.227917  -5.2382913],[-27.472815 -65.764824]
