utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label
kimjungeun_lol_5,KimJungEun,TTS,No,Korean,Male,Adult,Reverb,Sound effect,-,https://youtu.be/XtJ45TbTM10?si=8_LMeExbGlFAB4WE,INSEOK LEE,spoof
IU_AIcover_dandelion_7,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof
20230925_sbsnews6_1,SON SEUNGWOOK,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=4jsXXJs2t5g,KWONWOO JEONG,bonafide
230714_Workman_3,JangSeoungGyu,-,No,Korean,Male,Adult,Random noise,Music,-,https://www.youtube.com/watch?v=eVyBWHsIHdU,WOONGJAE LEE,bonafide
meanissue_9,TTS_meanissue,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=3QE7b9xHius,WOONGJAE LEE,spoof
BrunoMars_AIcover_EentHorizon_9,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=m5mQ2aL2Mkg,WOONGJAE LEE,spoof
TED_Einsteinparadox_7,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide
KoreaWales_soccergame_4,SPORT CASTER1,-,Yes,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=XYgW7H_oK6U,WOONGJAE LEE,bonafide
230914_YTN_japan_3,Fabien,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=OmIATrHoIzw,WOONGJAE LEE,bonafide
230921_GAMST_ManchesterUnited_8,GAMST,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=5S8HBc6Q2Ng,WOONGJAE LEE,bonafide
TOTLIV_INTERVIEW_9,Ange Postecoglou,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/-CLG0ID3KFo?si=WyWE83ZJkEqXNP6F,INSEOK LEE,bonafide
HaeRin_AIcover_FirstLove_6,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof
nbaissue_4,nbdeokhoo,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=NeMWHCo8bYM,INSEOK LEE,bonafide
meanissue_6,TTS_meanissue,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=3QE7b9xHius,WOONGJAE LEE,spoof
IU_AIcover_writeyournumber_10,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof
KimDongYull_LikeIt_5,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof
YTN_allinsoccer_6,NEWS CASTER,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ip6LVStj-sA,WOONGJAE LEE,bonafide
2021_04_17_AI_ANCHOR_3,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ud2vfh1T0cU,KWONWOO JEONG,spoof
20230925_sbsnews4_4,AHN SANGWOO,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=l-X7q9Pu4iQ,KWONWOO JEONG,bonafide
stoveleague_clip_1,PARK EUNBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=FSn93vXPuMY,KWONWOO JEONG,bonafide
20230925_sbsnews2_7,KIM DOGYUN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=gGH6rg3aFFc,KWONWOO JEONG,bonafide
2021_10_05_AI_WEATHER_8,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=lPfSRUZx_bQ,KWONWOO JEONG,spoof
2023_01_31_AI_WEATHER_6,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=s8btT3yy3nY,KWONWOO JEONG,spoof
TED_Rabbit_1,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/XU5L4Sr93-g?si=NiVc1CPHATlgRSjw,INSEOK LEE,bonafide
TED_INCA_7,Gabriel Prieto,-,No,English,Male,Adult,Music,Sound effect,-,https://youtu.be/nLgt4Z5L8XI?si=XGfEgCexhBpcPc6R,INSEOK LEE,bonafide
230914_Yonhap_Messi_6,Go HyunSil,-,No,Korean,Female,Adult,Music,-,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide
230907_MBC_BREXIT_6,Nam HyungSeok,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/d9rWp3rYolA?si=yatFrAjjZ8Pm6kc5,INSEOK LEE,bonafide
elle_songhyegyo_1,SONG HYE GYO,-,No,Korean,Female,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide
HongChul_9,TTS_MoJi,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/BZjaztfsyDc?si=z0nC9t-09qxS3qUt,INSEOK LEE,spoof
Josubin_naver_3,TTS_Josubin,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2833019,WOONGJAE LEE,spoof
FreddieMercury_AIcover_oortCloud_6,Freddie Mercury,VC,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ARgjMf-76-c,WOONGJAE LEE,spoof
KKONGCHI_8,TTS_Shorttube,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/ApaDJZ5wJEI?si=I-7ynGkBAHFKuvsP,INSEOK LEE,spoof
KLAB_JeonJu_2,Jeon YeJin,-,No,Korean,Female,Adult,Crowded,Music,Sound effect,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide
baseballgame_3,SPORT CASTER,-,Yes,Korean,Male,Adult,-,-,-,https://m.sports.naver.com/video/1106698,KWONWOO JEONG,bonafide
BUZZ_AIcover_haeyo_9,BUZZ,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=qIwMyaHbP4A,WOONGJAE LEE,spoof
2023president_chusuk_7,YOON SUKYEOL,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=lVoOoebp3b8,KWONWOO JEONG,bonafide
World_Running_Time_1,World_Running_Time,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=4bd32kKBGhs,WOONGJAE LEE,spoof
pullnpush_6,TTS_pullnpush,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=M347-xlaVqs,WOONGJAE LEE,spoof
2021_04_15_AI_ANCHOR_1,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uneZ76dIaCQ,KWONWOO JEONG,spoof
2022_03_02_AI_ANCHOR_5,KIM JOOHA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=4ZZJOBQD9sM,KWONWOO JEONG,spoof
chuucandoit_hair_6,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=7MihoRON4ew,WOONGJAE LEE,bonafide
wonder0603_1,TTS_wonder0603,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=0RamuqXOhtA,WOONGJAE LEE,spoof
AI_SWINGS_ETA_9,MOON JIHOON,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=E7UJ6c4V4Io,KWONWOO JEONG,spoof
Donghyun_10,"Obama,Trump",TTS,Yes,English,Male,Adult,Music,Sound effect,-,https://youtu.be/Mpo-i4aphrM?si=Ha9147VoJ2do-u9L,INSEOK LEE,spoof
Morgan_Freeman_Singularity_3,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof
230916CITYvsWHU_3,SPORT CASTER(City),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/CeZ7wk6e9V4?si=90OlaTygTqRVXdQa,INSEOK LEE,bonafide
230913_SBSNEWS_JOB_2,Kim Ga Hyun,-,No,Korean,Female,Adult,-,-,-,https://youtu.be/LdPFrXNDxgk?si=hu8qiMSvq8j_S4XM,INSEOK LEE,bonafide
pride_and_prejudice_maleAI_9,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
KimKyungHo_AIcover_You_3,KimKyungHo,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=6x8R0PP9Vm4,WOONGJAE LEE,spoof
chuucandoit_hair_1,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=7MihoRON4ew,WOONGJAE LEE,bonafide
TED_Rabbit_2,Alex Gendler,-,No,English,Male,Adult,-,-,-,https://youtu.be/XU5L4Sr93-g?si=NiVc1CPHATlgRSjw,INSEOK LEE,bonafide
Frontyard_5,TTS_issue,TTS,No,Korean,Female,Teenager,Music,Random noise,-,https://www.youtube.com/watch?v=eXcekCx7Bxo,INSEOK LEE,spoof
hotsikdang_ramen_5,Kim Seon eung,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=HuJnbybtB0o,WOONGJAE LEE,bonafide
230916TOTvsSHE_2,SPORT CASTER(TOT),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/hOBs_Ddtr18?si=sCgjh_yf3O7HadM9,INSEOK LEE,bonafide
typecast_changbae_10,TTS_changbae,TTS,No,Korean,Male,Elder,-,-,-,https://app.typecast.ai/ko/editor/652e2efd0307cc9327e94b41,WOONGJAE LEE,spoof
2022_02_04_AI_YOON_5,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=_otam3_97as,KWONWOO JEONG,spoof
ZeroTang_2,TTS_39sec(Syolin),TTS,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/fRvcO03K64A?si=RAxmOHrZ0ienW0-s,INSEOK LEE,spoof
YTNScienceToday_Love_1,Lee HyoJong,-,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/2KKk6ySUPjI?si=AoQyUOl42uqsx5dx,INSEOK LEE,bonafide
230907_MBC_BREXIT_4,Nam HyungSeok,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/d9rWp3rYolA?si=yatFrAjjZ8Pm6kc5,INSEOK LEE,bonafide
2021_04_17_AI_ANCHOR_4,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ud2vfh1T0cU,KWONWOO JEONG,spoof
20230507_chuninbeom_8,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide
20210702_AI_ANCHOR_5,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof
kane_clip2_4,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WsTBS2FImCI,KWONWOO JEONG,bonafide
Chuucandoit_EP76_5,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=iXPmToPZj0c&list=PLfLDurFklIaph4F7oqHjkSsw8AwlLZPA8&index=28,WOONGJAE LEE,bonafide
KimDongYull_EveryMoment_8,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof
20230914_mbcnews_japan_3,Hyun YongJun(Reporter),-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=FzDl6dq2yzc,INSEOK LEE,bonafide
IU_AIcover_nomatterwhere_5,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=TDEqKZNMRHU,WOONGJAE LEE,spoof
230323_DexInterview_9,Kwon EunBi,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide
choigangbaseball_talk_9_5,"Kim SunWoo, Jung YongGum",-,Yes,Korean,Male,Adult,Music,Crowded,Sound effect,https://youtu.be/tQEXsNWLF5g?si=z47ch3ZY0CO1tonY,INSEOK LEE,bonafide
2021_11_22_AI_WEATHER_4,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=KRpUZzI-sI0,KWONWOO JEONG,spoof
elle_haerin_2,HAERIN,-,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=9a3CB5RJ7B0,KWONWOO JEONG,bonafide
TAKGUYAKI_1,TTS_TAKGUYAKI,TTS,No,Korean,Female,Adult,Music,Sound effect,Crowded,https://www.youtube.com/watch?v=mK66dKyyzm4,WOONGJAE LEE,spoof
KBS_Soccer_Barain_10,Lee YoungPyo,-,No,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide
kimjungeun_lol_1,KimJungEun,TTS,No,Korean,Male,Adult,-,-,-,https://youtu.be/XtJ45TbTM10?si=8_LMeExbGlFAB4WE,INSEOK LEE,spoof
footballmagazine365_9,TTS_footballmagazine373,TTS,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof
221027_Hansal_9,Naeil,-,No,Korean,Male,Adult,Crowded,Reverb,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide
kane_clip2_1,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WsTBS2FImCI,KWONWOO JEONG,bonafide
LOL_Dopa_9,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof
HaeRin_AIcover_FirstLove_5,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof
230323_DexInterview_2,Kwon EunBi,-,Yes,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide
TED_Cuddly_4,Dan Finkel,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/z-ZEfxAL9SI?si=ELtooN9Nlz1SMAHp,INSEOK LEE,bonafide
stoveleague_clip_3,PARK EUNBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=FSn93vXPuMY,KWONWOO JEONG,bonafide
HongChul_4,TTS_MoJi,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/BZjaztfsyDc?si=z0nC9t-09qxS3qUt,INSEOK LEE,spoof
230925_MBC_Kangin_8,Lee KangIn,-,No,Korean,Male,Adult,Crowded,-,-,https://youtu.be/dcayLog4cak?si=-Qak-FXjo54cJ8To,INSEOK LEE,bonafide
ISU_AIcover_snowflower_4,Isu,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ZJ5WnjoWSxU,WOONGJAE LEE,spoof
Morgan_Freeman_Singularity_8,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof
230916_Deep_2,KimGyuNam,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=brxfNmLcwuU,WOONGJAE LEE,bonafide
IU_AIcover_dandelion_8,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof
footballmagazine365_10,TTS_footballmagazine374,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof
201127_ItalyFabri_10,Fabri,-,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uhJpo8si6-4,WOONGJAE LEE,bonafide
Conan_WhiteHouseSpeech_5,Conan,-,No,English,Male,Adult,Crowded,Reverb,-,https://youtu.be/mAMN2ffEUBc?si=M-J1s6UXU0azTzrH,INSEOK LEE,bonafide
20230925_kbsnews8_1,LEE HAKYUNG,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=97LRtP2hdbs,KWONWOO JEONG,bonafide
230708_SBS_AI_3,Yoon YoungHyun,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=3R7ys0mEmaI,WOONGJAE LEE,bonafide
BrunoMars_Hypeboy_5,Bruno Mars,VC,No,Mixed,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof
230914_Yonhap_Messi_4,Go HyunSil,-,No,Korean,Female,Adult,Music,-,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide
ConanShow_Carpool_3,"Conan, Kramer",-,Yes,English,Male,Adult,Random noise,-,-,https://youtu.be/ZtCf0d8Nz5U?si=41hJFvab0tZ-W9fV,INSEOK LEE,bonafide
ziroud_9,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof
FreddieMercury_AIcover_oortCloud_3,Freddie Mercury,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ARgjMf-76-c,WOONGJAE LEE,spoof
AI_PARKMYUNGSOO_NEWJEANS_9,PARK MYUNGSOO,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=aI7C5zK_2Ns,KWONWOO JEONG,spoof
KKONGCHI_4,TTS_Shorttube,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/ApaDJZ5wJEI?si=I-7ynGkBAHFKuvsP,INSEOK LEE,spoof
2021_12_21_AI_WEATHER_1,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof
Winter_AIcover_LoveRunAway_6,Winter,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_VWwcfmvBHQ,WOONGJAE LEE,spoof
230716_Physical_4,Lee KangIn,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide
20200908_chungju_2,KIM SUNTAE,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=NbHVvd82bsE,KWONWOO JEONG,bonafide
BrunoMars_Hypeboy_10,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof
ODG_7and5_7,7yrs_Old_Child,-,No,Korean,Female,Child,Music,Random noise,-,https://youtu.be/xcq1_w-57Ug?si=KY6IQoUf9VZgcHyl,INSEOK LEE,bonafide
centorofrumor_3,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof
20230710_AI_ANCHOR_5,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=yC-edLMz5Pc,KWONWOO JEONG,spoof
20230928_handonghoon_3,HAN DONGHOON,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=YPDeL3eb0sM,KWONWOO JEONG,bonafide
2023_06_03_AI_WEATHER_9,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=klmhZ7tmXRk,KWONWOO JEONG,spoof
TOTLIV_INTERVIEW_10,Ange Postecoglou,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/-CLG0ID3KFo?si=WyWE83ZJkEqXNP6F,INSEOK LEE,bonafide
2021_11_22_AI_WEATHER_5,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=KRpUZzI-sI0,KWONWOO JEONG,spoof
2021_12_21_AI_WEATHER_2,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof
gridanews_1,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof
20230507_chuninbeom_6,CHUN INBEOM,-,No,Korean,Male,Elder,Random noise,-,-,https://www.youtube.com/watch?v=XnkU2__-S3I,KWONWOO JEONG,bonafide
tottenham_interview_5,Ange Postecoglou,-,No,English,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=TrYHDkeccF0,KWONWOO JEONG,bonafide
230824_hanmoonchul_7,Han Moon Chul,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=H3qkiSMFYI0,WOONGJAE LEE,bonafide
footballmaster_4,TTS_footballmaster,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=BEp1k3gEP44,WOONGJAE LEE,spoof
HaeRin_AIcover_FirstLove_1,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof
KimDongYull_EveryMoment_4,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/U-AlTQPpPfs?si=NXrqplUFb4lEhVia,INSEOK LEE,spoof
sbsnews_2,FEMALE NEWSCASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=Rx9MCHZfSbQ,KWONWOO JEONG,bonafide
LOL_Dopa_4,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof
pullnpush_5,TTS_pullnpush,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=M347-xlaVqs,WOONGJAE LEE,spoof
korea_vs_saudi_3,SPORT CASTER,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=nhBjLjJ3sAE,KWONWOO JEONG,bonafide
20200908_chungju_4,KIM SUNTAE,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=NbHVvd82bsE,KWONWOO JEONG,bonafide
TrumpObamaBiden_monster_2,"Biden,Obama,Trump",TTS,Yes,English,Male,Adult,Sound effect,-,-,https://youtu.be/hPB_zsXOcNQ?si=nag3CC0QrlXBIN9s,INSEOK LEE,spoof
TED_Einsteinparadox_9,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide
230511_DexInterView_6,Dex,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide
2022_01_21_AI_YOON_7,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KUNWa5UjxSg,KWONWOO JEONG,spoof
BrunoMars_Hypeboy_7,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/ge0Lw5I1Tw8?si=VRepHqLMng0J5AM8,INSEOK LEE,spoof
tvshow_radiostar_4,HA SEOKJIN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=VYouryzXhQI,KWONWOO JEONG,bonafide
Chick_2,TTS_Rocket,TTS,No,Korean,Male,Adult,Music,-,-,https://youtube.com/shorts/hBCaueWN56w?si=2CakA-ho13kvyAAM,INSEOK LEE,spoof
Josubin_naver_6,TTS_Josubin,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2833019,WOONGJAE LEE,spoof
20230925_sbsnews2_9,KIM DOGYUN,-,No,Korean,Male,Adult,Music,Crowded,-,https://www.youtube.com/watch?v=gGH6rg3aFFc,KWONWOO JEONG,bonafide
TED_BridgeRiddle_6,Alex Gendler,-,No,English,Male,Adult,Music,Random noise,-,https://youtu.be/7yDmGnA8Hw0?si=24emSO9V9E9YLTJz,INSEOK LEE,bonafide
KimDongYull_LikeIt_1,KimDongYull,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/-x779MHGWWQ?si=FTt_2hWReb-5eywb,INSEOK LEE,spoof
GD_AIcover_HypeBoy_3,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof
20230926_jtbcnews_4,PARK GEUNHYE,-,No,Korean,Female,Elder,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide
pride_and_prejudice_maleAI_10,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof
20230921_mbc_weather_9,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide
HaeRin_AIcover_FirstLove_2,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof
230716_Physical_1,Lee KangIn,-,Yes,Korean,Male,Adult,Reverb,Sound effect,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide
20230925_kbsnews8_3,ANNOUNCER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=97LRtP2hdbs,KWONWOO JEONG,bonafide
KoreaWales_soccergame_2,SPORT CASTER1,-,Yes,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=XYgW7H_oK6U,WOONGJAE LEE,bonafide
ziroud_4,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,Sound effect,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof
20230920_ytn_weather_3,WON LEEDA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=Dd_lpyiEV68,KWONWOO JEONG,bonafide
Dean_AIcover_Peaches_3,DEAN,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=r9roj7sIUNY,WOONGJAE LEE,spoof
2021_11_22_AI_WEATHER_3,YOO SEUNGMIN,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=KRpUZzI-sI0,KWONWOO JEONG,spoof
G-Dragon_AIvoice_firstlove_2,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=h8qRj3ti_rw&list=PLdZvmNDhnFxtlF4hzxizMFtQEDLoQoL9M&index=35,WOONGJAE LEE,spoof
AI_SWINGS_DITTO_6,MOON JIHOON,VC,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=hfmuhMitznY,KWONWOO JEONG,spoof
20230925_kbsnews8_7,LEE HAKYUNG,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=97LRtP2hdbs,KWONWOO JEONG,bonafide
Morgan_Freeman_Singularity_7,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof
